brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_group,car_age,price_per_hp,price_per_liter,age_bucket,price_bucket
skoda,octavia,Skoda Octavia,12000.0,2009,2,102.0,0,petrol,1.6,1,0,0,0,0,0,Budget,16,117.6470588235294,7500.0,15+,0-50k
land rover,range rover evoque,Land Rover Range Rover Evoque,125000.0,2015,4,190.0,1,diesel,2.2,1,1,0,1,0,0,Luxury,10,657.8947368421053,56818.181818181816,7-10,100-200k
renault,megane,Renault Megane Estate/ Grand Tour,64700.0,2020,2,116.0,0,diesel,1.5,1,0,1,0,0,0,Budget,5,557.7586206896551,43133.333333333336,4-6,50-100k
peugeot,3008,Peugeot 3008,75000.0,2017,2,165.0,0,petrol,1.6,0,1,1,1,0,0,Other,8,454.54545454545456,46875.0,7-10,50-100k
mazda,3,Mazda 3,2300.0,2007,3,105.0,0,petrol,1.6,1,1,0,0,0,0,Other,18,21.904761904761905,1437.5,15+,0-50k
toyota,hilux 4x4,Toyota Hilux 4X4,185000.0,2019,3,150.0,1,diesel,2.4,0,1,0,0,1,1,Budget,6,1233.3333333333333,77083.33333333334,4-6,100-200k
hyundai,tucson,Hyundai Tucson,109000.0,2019,2,177.0,0,petrol,1.6,0,1,0,0,1,1,Budget,6,615.819209039548,68125.0,4-6,100-200k
geely,geometry c,Geely - Geely Geometry C,144000.0,2023,1,204.0,0,electric,,0,0,1,1,1,1,Other,2,705.8823529411765,,0-3,100-200k
hyundai,i20,Hyundai i20,119900.0,2024,1,100.0,0,petrol,1.0,0,1,0,0,1,1,Budget,1,1199.0,119900.0,0-3,100-200k
seat,ateca,Seat Atka,81000.0,2020,1,150.0,0,petrol,1.5,0,1,0,0,1,1,Budget,5,540.0,54000.0,4-6,50-100k
toyota,corolla,Toyota Corolla Hybrid,117000.0,2021,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Budget,4,1193.8775510204082,65000.0,4-6,100-200k
cadillac,cts,Cadillac CTS,125000.0,2018,2,272.0,0,petrol,2.0,0,1,0,0,1,1,Luxury,7,459.55882352941177,62500.0,7-10,100-200k
peugeot,2008,Peugeot 2008,109000.0,2022,1,130.0,0,diesel,1.5,0,1,1,1,0,0,Other,3,838.4615384615385,72666.66666666667,0-3,100-200k
seat,ateca,Seat Atka,91000.0,2020,1,150.0,0,petrol,1.5,0,1,0,0,1,1,Budget,5,606.6666666666666,60666.666666666664,4-6,50-100k
hyundai,ioniq,Hyundai Ioniq,79000.0,2018,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,7,560.2836879432624,49375.0,7-10,50-100k
fiat,500,Fiat 500,99900.0,2021,0,118.0,0,electric,,0,0,1,1,0,0,Budget,4,846.6101694915254,,4-6,50-100k
skoda,fabia,Skoda Fabia,59000.0,2018,2,110.0,0,petrol,1.0,1,0,0,0,0,0,Budget,7,536.3636363636364,59000.0,7-10,50-100k
toyota,corolla,Toyota Corolla Hybrid,103000.0,2020,1,98.0,0,hybrid,1.8,0,1,0,1,0,0,Budget,5,1051.0204081632653,57222.22222222222,4-6,100-200k
hyundai,sonata hybrid,Hyundai Sonata Hybrid,72000.0,2016,2,154.0,0,hybrid,2.0,0,1,0,0,1,1,Budget,9,467.53246753246754,36000.0,7-10,50-100k
cupra,leon,Cupra Leon,165000.0,2024,1,150.0,0,petrol,1.4,0,0,1,0,1,1,Other,1,1100.0,117857.14285714287,0-3,100-200k
peugeot,3008,Peugeot 3008,10000.0,2019,2,130.0,0,diesel,1.5,0,1,0,0,1,1,Other,6,76.92307692307692,6666.666666666667,4-6,0-50k
hyundai,ioniq,Hyundai Ioniq,100000.0,2020,2,141.0,0,hybrid,1.6,0,1,0,0,1,1,Budget,5,709.2198581560284,62500.0,4-6,50-100k
gac,ge3,GAC GE3,72000.0,2020,1,177.0,0,electric,,0,1,0,1,0,0,Other,5,406.77966101694915,,4-6,50-100k
skoda,superb,Skoda Superb (until 2019),140000.0,2019,2,272.0,1,petrol,2.0,0,1,0,0,1,1,Budget,6,514.7058823529412,70000.0,4-6,100-200k
seat,arona,Seat Arona,80000.0,2019,1,115.0,0,petrol,1.0,0,1,0,0,1,1,Budget,6,695.6521739130435,80000.0,4-6,50-100k
ford,edge,Ford Edge / EDGE,82000.0,2016,1,245.0,0,petrol,2.0,1,1,0,0,0,0,Other,9,334.6938775510204,41000.0,7-10,50-100k
skoda,aniac,Skoda Aniac,230000.0,2023,1,204.0,0,electric,,1,0,0,0,0,0,Budget,2,1127.450980392157,,0-3,200-400k
hyundai,i10,Hyundai i10,55400.0,2019,3,87.0,0,petrol,1.2,1,0,1,0,0,0,Budget,6,636.7816091954023,46166.66666666667,4-6,50-100k
mercedes-benz,e,Mercedes E-Class,27625.0,2010,6,136.0,0,diesel,2.1,1,1,0,0,0,0,Luxury,15,203.125,13154.761904761905,11-15,0-50k
volkswagen,transporters,Volkswagen commercial/passenger transporter,75000.0,2017,2,84.0,0,diesel,2.0,1,0,1,1,0,0,Other,8,892.8571428571429,37500.0,7-10,50-100k
toyota,auris hybrid,Toyota Auris Hybrid,52000.0,2015,2,99.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,10,525.2525252525253,28888.888888888887,7-10,50-100k
kia,sportage,Kia Sportage,97900.0,2021,1,177.0,0,petrol,1.6,1,1,1,0,0,0,Budget,4,553.1073446327683,61187.5,4-6,50-100k
mercedes-benz,c,Mercedes C-Class,33000.0,2024,1,170.0,0,petrol,1.5,0,1,1,0,0,0,Luxury,1,194.11764705882354,22000.0,0-3,0-50k
bmw,4 series,BMW 4 Series,125000.0,2016,2,184.0,0,petrol,2.0,0,1,1,1,0,0,Luxury,9,679.3478260869565,62500.0,7-10,100-200k
bmw,x4,BMW X4,102000.0,2015,6,190.0,1,diesel,2.0,0,1,1,1,0,0,Luxury,10,536.8421052631579,51000.0,7-10,100-200k
hyundai,elantra 2016 onwards,Hyundai Elantra (2016 onwards),92000.0,2021,1,127.0,0,petrol,1.6,0,1,0,0,1,1,Budget,4,724.4094488188977,57500.0,4-6,50-100k
hyundai,i25,Hyundai i25,39000.0,2017,2,100.0,0,petrol,1.4,1,0,1,0,0,0,Budget,8,390.0,27857.14285714286,7-10,0-50k
kia,niro hybrid,Kia Niro Hybrid,89900.0,2020,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,Budget,5,637.5886524822695,56187.5,4-6,50-100k
audi,s3,Audi S3,21900.0,2023,1,310.0,1,petrol,2.0,0,1,0,0,1,1,Luxury,2,70.64516129032258,10950.0,0-3,0-50k
hyundai,i10,Hyundai i10,58000.0,2019,1,87.0,0,petrol,1.2,0,0,1,0,0,0,Budget,6,666.6666666666666,48333.333333333336,4-6,50-100k
skoda,superb,Skoda Superb (until 2019),95000.0,2017,3,220.0,0,petrol,2.0,0,1,0,1,1,1,Budget,8,431.8181818181818,47500.0,7-10,50-100k
kia,sportage,Kia Sportage,58000.0,2017,4,132.0,0,petrol,1.6,1,1,1,0,0,0,Budget,8,439.3939393939394,36250.0,7-10,50-100k
nissan,x-trail,Nissan X-Trail,16000.0,2019,2,130.0,0,diesel,1.6,0,1,1,1,0,0,Budget,6,123.07692307692308,10000.0,4-6,0-50k
toyota,corolla,Toyota Corolla,13500.0,2007,2,110.0,0,petrol,1.6,0,0,0,0,0,0,Budget,18,122.72727272727273,8437.5,15+,0-50k
audi,a3,Audi A3,119000.0,2019,2,204.0,0,hybrid,1.4,0,0,1,0,0,0,Luxury,6,583.3333333333334,85000.0,4-6,100-200k
suzuki,vitara,Suzuki Vitra,61000.0,2016,2,120.0,0,petrol,1.6,0,0,1,1,0,0,Budget,9,508.3333333333333,38125.0,7-10,50-100k
audi,a3,Audi A3,207000.0,2022,1,190.0,0,petrol,2.0,0,1,0,0,1,1,Luxury,3,1089.4736842105262,103500.0,0-3,200-400k
nissan,qashqai,Nissan Qashqai,50000.0,2015,2,115.0,0,petrol,1.2,0,1,1,1,0,0,Budget,10,434.7826086956522,41666.66666666667,7-10,0-50k
nissan,x-trail,Nissan X-Trail,75000.0,2018,1,130.0,0,diesel,1.6,0,1,1,1,0,0,Budget,7,576.9230769230769,46875.0,7-10,50-100k
mitsubishi,outlander,Mitsubishi Outlander,185000.0,2023,1,181.0,0,petrol,2.5,0,1,0,0,1,1,Other,2,1022.0994475138122,74000.0,0-3,100-200k
peugeot,5008,Peugeot 5008,185000.0,2023,1,130.0,0,petrol,1.2,0,1,0,0,1,1,Other,2,1423.076923076923,154166.6666666667,0-3,100-200k
skoda,octavia,Skoda Octavia RS,15100.0,2024,1,150.0,0,hybrid,1.4,0,1,1,0,0,0,Budget,1,100.66666666666667,10785.714285714286,0-3,0-50k
hyundai,and new,Hyundai and New,78000.0,2021,1,123.0,0,petrol,1.6,1,1,1,0,0,0,Budget,4,634.1463414634146,48750.0,4-6,50-100k
peugeot,3008,Peugeot 3008,98135.0,2021,1,130.0,0,petrol,1.2,0,0,0,0,0,0,Other,4,754.8846153846154,81779.16666666667,4-6,50-100k
mercedes-benz,a,Mercedes A-Class,78500.0,2013,2,211.0,0,petrol,2.0,0,1,1,1,0,0,Luxury,12,372.0379146919431,39250.0,11-15,50-100k
nissan,qashqai,Nissan Qashqai,144000.0,2022,1,160.0,0,petrol,1.3,0,1,0,0,1,1,Budget,3,900.0,110769.23076923077,0-3,100-200k
mazda,3,Mazda 3,26000.0,2010,4,150.0,0,petrol,2.0,1,1,0,0,0,0,Other,15,173.33333333333334,13000.0,11-15,0-50k
toyota,chr,Toyota C-HR,199900.0,2024,0,98.0,0,hybrid,1.8,0,1,0,0,1,1,Budget,1,2039.795918367347,111055.55555555555,0-3,100-200k
renault,megane,Renault Megane Grand Coupe,75900.0,2020,1,116.0,0,diesel,1.5,0,0,0,0,0,0,Budget,5,654.3103448275862,50600.0,4-6,50-100k
citroën,berlingo,Citroen Berlingo 3rd generation (2018 onwards),59999.0,2020,1,100.0,0,diesel,1.5,1,0,1,1,0,0,Other,5,599.99,39999.333333333336,4-6,50-100k
citroen,jumpy,Citroen Jumpy short/medium,90000.0,2019,1,177.0,0,diesel,2.0,0,0,1,1,0,0,Other,6,508.47457627118644,45000.0,4-6,50-100k
toyota,prius plug-in,Toyota Prius Plug-in,99000.0,2021,1,98.0,0,hybrid,1.8,0,0,0,1,1,1,Budget,4,1010.204081632653,55000.0,4-6,50-100k
volkswagen,tiguan,Volkswagen Tiguan,27900.0,2010,3,170.0,1,petrol,2.0,1,1,0,0,0,0,Other,15,164.11764705882354,13950.0,11-15,0-50k
toyota,chr,Toyota C-HR,112900.0,2021,1,98.0,0,hybrid,1.8,0,0,0,0,0,0,Budget,4,1152.0408163265306,62722.22222222222,4-6,100-200k
mercedes-benz,a,Mercedes A-Class,229000.0,2022,1,160.0,0,hybrid,1.3,1,0,1,0,0,0,Luxury,3,1431.25,176153.84615384616,0-3,200-400k
ford,edge,Ford Edge / EDGE,40500.0,2011,1,285.0,1,petrol,3.5,1,1,0,0,0,0,Other,14,142.10526315789474,11571.42857142857,11-15,0-50k
chevrolet,traverse,Chevrolet Traverse,50000.0,2012,3,281.0,1,electric,3.6,1,1,0,0,0,0,Budget,13,177.93594306049823,13888.888888888889,11-15,0-50k
land rover,discovery 4,Land Rover Discovery 4,129000.0,2012,1,255.0,1,diesel,3.0,1,1,0,0,0,0,Luxury,13,505.88235294117646,43000.0,11-15,100-200k
jaguar,xj,Jaguar XJ,198000.0,2018,1,340.0,0,petrol,3.0,0,0,0,0,0,0,Luxury,7,582.3529411764706,66000.0,7-10,100-200k
mitsubishi,outlander,Mitsubishi Outlander PHEV,127000.0,2019,1,135.0,1,hybrid,2.4,1,0,0,1,0,0,Other,6,940.7407407407408,52916.66666666667,4-6,100-200k
toyota,chr,Toyota C-HR,109000.0,2018,1,98.0,0,hybrid,1.8,0,1,0,0,1,1,Budget,7,1112.2448979591836,60555.555555555555,7-10,100-200k
gmc,yukon denali,GMC / GMC Yukon Denali,8000.0,2015,2,420.0,1,petrol,6.2,1,0,0,0,0,0,Other,10,19.047619047619047,1290.3225806451612,7-10,0-50k
skoda,octavia,Skoda Octavia,26000.0,2012,2,105.0,0,petrol,1.2,1,0,0,0,0,0,Budget,13,247.61904761904762,21666.666666666668,11-15,0-50k
mazda,cx-5,Mazda CX-5,74900.0,2017,2,165.0,0,petrol,2.0,1,1,0,1,0,0,Other,8,453.93939393939394,37450.0,7-10,50-100k
mazda,3,Mazda 3,12500.0,2009,2,105.0,0,petrol,1.6,1,0,0,0,0,0,Other,16,119.04761904761905,7812.5,15+,0-50k
jaguar,xf,Jaguar XF,74900.0,2016,2,240.0,0,petrol,2.0,1,1,1,0,0,0,Luxury,9,312.0833333333333,37450.0,7-10,50-100k
mitsubishi,outlander,Mitsubishi Outlander,98000.0,2018,1,150.0,0,petrol,2.0,0,0,0,0,0,0,Other,7,653.3333333333334,49000.0,7-10,50-100k
mitsubishi,attrage,Mitsubishi Atrage,18900.0,2016,1,80.0,0,petrol,1.2,1,1,0,0,0,0,Other,9,236.25,15750.0,7-10,0-50k
nissan,x-trail,Nissan X-Trail,89900.0,2017,1,130.0,0,diesel,1.6,0,1,1,1,0,0,Budget,8,691.5384615384615,56187.5,7-10,50-100k
kia,niro phev,Kia Niro PHEV,136000.0,2023,1,141.0,0,electric,1.6,0,1,0,0,1,1,Budget,2,964.5390070921986,85000.0,0-3,100-200k
infiniti,qx50,Infiniti QX50 / EX37,10000.0,2023,1,268.0,0,petrol,2.0,1,1,1,0,0,0,Other,2,37.3134328358209,5000.0,0-3,0-50k
audi,q5,Audi Q5,174900.0,2019,2,245.0,1,petrol,2.0,0,1,0,0,1,1,Luxury,6,713.8775510204082,87450.0,4-6,100-200k
maxus,euniq 6,Maxus E-uniq 6 E-uniq,169000.0,2022,1,174.0,0,electric,,0,1,0,1,0,0,Other,3,971.264367816092,,0-3,100-200k
byd,dolphin,BYD DOLPHIN,149999.0,2024,0,204.0,0,electric,,0,1,0,0,0,0,Other,1,735.2892156862745,,0-3,100-200k
toyota,corolla,Toyota Corolla Hybrid,101900.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,Budget,5,1039.795918367347,56611.11111111111,4-6,100-200k
hyundai,ioniq,Hyundai Ioniq,106900.0,2020,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,5,758.1560283687943,66812.5,4-6,100-200k
audi,a8,Audi A8,166900.0,2017,2,310.0,1,petrol,3.0,0,1,0,0,1,1,Luxury,8,538.3870967741935,55633.333333333336,7-10,100-200k
ford,edge,Ford Edge / EDGE,175000.0,2022,1,248.0,0,petrol,2.0,0,1,0,0,1,1,Other,3,705.6451612903226,87500.0,0-3,100-200k
ssangyong,rexton,Ssangyong Rexton,115000.0,2019,2,181.0,1,diesel,2.2,0,1,1,0,0,0,Other,6,635.3591160220994,52272.72727272727,4-6,100-200k
kia,stonic,Kia Stonic,100000.0,2022,1,100.0,0,petrol,1.4,0,1,1,1,0,0,Budget,3,1000.0,71428.57142857143,0-3,50-100k
cupra,formentor,Copra Formentor,190000.0,2021,1,310.0,1,petrol,2.0,1,0,0,0,0,0,Other,4,612.9032258064516,95000.0,4-6,100-200k
kia,seltos,Kia Seltos,117200.0,2022,1,149.0,0,petrol,2.0,1,1,1,0,0,0,Budget,3,786.5771812080537,58600.0,0-3,100-200k
mitsubishi,asx,Mitsubishi ASX,79000.0,2019,2,150.0,0,petrol,2.0,1,1,1,0,0,0,Other,6,526.6666666666666,39500.0,4-6,50-100k
nissan,x-trail,Nissan X-Trail,129989.0,2021,1,160.0,0,petrol,1.3,1,1,1,0,0,0,Budget,4,812.43125,99991.53846153845,4-6,100-200k
chevrolet,traverse,Chevrolet Traverse,165000.0,2020,2,310.0,1,electric,3.6,1,1,1,0,0,0,Budget,5,532.258064516129,45833.333333333336,4-6,100-200k
alfa romeo,romeo,Alfa Romeo Giulietta,65000.0,2014,3,240.0,0,petrol,1.7,1,1,0,0,0,0,Other,11,270.8333333333333,38235.29411764706,11-15,50-100k
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),52000.0,2019,2,75.0,0,diesel,1.6,1,0,1,1,0,0,Other,6,693.3333333333334,32500.0,4-6,50-100k
toyota,land cruiser,Toyota Land Cruiser long,160500.0,2011,2,173.0,1,diesel,3.0,1,1,0,0,0,0,Budget,14,927.7456647398844,53500.0,11-15,100-200k
subaru,forester,Subaru Forester,139000.0,2019,2,182.0,1,petrol,2.5,0,1,0,0,1,1,Other,6,763.7362637362637,55600.0,4-6,100-200k
byd,atto 3,BYD ATTO 3,135000.0,2022,2,204.0,0,electric,,0,1,0,1,1,1,Other,3,661.7647058823529,,0-3,100-200k
chevrolet,trailblazer,Chevrolet Trail Blazer,99900.0,2022,2,155.0,0,electric,1.3,1,1,1,0,0,0,Budget,3,644.516129032258,76846.15384615384,0-3,50-100k
audi,a4,Audi A4,102000.0,2018,2,150.0,0,petrol,1.4,0,1,0,0,1,1,Luxury,7,680.0,72857.14285714286,7-10,100-200k
cupra,born,Copra Borne,11900.0,2024,1,204.0,0,electric,,0,1,0,1,0,0,Other,1,58.333333333333336,,0-3,0-50k
citroen,c4,Citroen C4 Speedorer,74900.0,2020,1,130.0,0,petrol,1.2,0,1,0,0,1,1,Other,5,576.1538461538462,62416.66666666667,4-6,50-100k
mitsubishi,triton,Mitsubishi Triton / L200 2X4,78770.0,2018,1,154.0,0,diesel,2.4,1,1,0,1,0,0,Other,7,511.4935064935065,32820.833333333336,7-10,50-100k
toyota,corolla,Toyota Corolla Hybrid,105900.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0,0,Budget,4,1080.6122448979593,58833.33333333333,4-6,100-200k
mazda,5,Mazda 5,36000.0,2011,2,145.0,0,petrol,2.0,1,1,0,0,0,0,Other,14,248.27586206896552,18000.0,11-15,0-50k
subaru,crosstrek,Subaru XV,66000.0,2018,2,114.0,1,petrol,1.6,0,1,1,1,0,0,Other,7,578.9473684210526,41250.0,7-10,50-100k
isuzu,unknown,Isuzu iPhone 2X4,2000.0,2003,2,109.0,0,diesel,3.1,1,0,0,0,0,0,Other,22,18.34862385321101,645.1612903225806,15+,0-50k
hyundai,i30,Hyundai i30CW,14500.0,2009,2,126.0,0,petrol,1.6,1,0,0,0,0,0,Budget,16,115.07936507936508,9062.5,15+,0-50k
renault,koleos,Renault Koleos,115000.0,2021,2,150.0,0,diesel,1.7,0,1,0,0,1,1,Budget,4,766.6666666666666,67647.05882352941,4-6,100-200k
ford,edge,Ford Edge / EDGE,49000.0,2014,1,240.0,0,petrol,2.0,1,1,0,0,0,0,Other,11,204.16666666666666,24500.0,11-15,0-50k
jeep,compass,Jeep Compass,39000.0,2012,3,154.0,0,petrol,2.0,1,1,0,0,0,0,Other,13,253.24675324675326,19500.0,11-15,0-50k
hyundai,i30,Hyundai i30,37000.0,2015,3,135.0,0,petrol,1.6,1,1,0,0,0,0,Budget,10,274.0740740740741,23125.0,7-10,0-50k
bmw,x5,BMW X5,73500.0,2008,3,355.0,1,petrol,4.8,1,1,0,0,0,0,Luxury,17,207.04225352112675,15312.5,15+,50-100k
kia,niro hybrid,Kia Niro Hybrid,65000.0,2017,2,141.0,0,hybrid,1.6,0,1,0,0,1,1,Budget,8,460.9929078014184,40625.0,7-10,50-100k
hyundai,i20,Hyundai i20,25000.0,2013,3,100.0,0,petrol,1.4,1,0,0,0,0,0,Budget,12,250.0,17857.14285714286,11-15,0-50k
toyota,corolla,Toyota Corolla Hybrid,95700.0,2019,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,6,976.530612244898,53166.666666666664,4-6,50-100k
nissan,x-trail,Nissan X-Trail,79000.0,2017,2,130.0,0,diesel,1.6,0,1,1,1,0,0,Budget,8,607.6923076923077,49375.0,7-10,50-100k
bmw,x3,BMW X3,179000.0,2018,1,252.0,1,petrol,2.0,1,1,1,0,0,0,Luxury,7,710.3174603174604,89500.0,7-10,100-200k
kia,ceed,Kia CEED / CEED,90900.0,2021,1,160.0,0,petrol,1.5,1,1,1,0,0,0,Budget,4,568.125,60600.0,4-6,50-100k
subaru,forester,Subaru Forester,174000.0,2023,1,182.0,1,petrol,2.5,1,1,0,0,1,1,Other,2,956.0439560439561,69600.0,0-3,100-200k
alfa romeo,stelvio,Alfa Romeo Stelvio,181900.0,2021,2,280.0,1,petrol,2.0,0,1,0,0,1,1,Other,4,649.6428571428571,90950.0,4-6,100-200k
toyota,corolla,Toyota Corolla Hybrid,109000.0,2020,1,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,5,1112.2448979591836,60555.555555555555,4-6,100-200k
chevrolet,blazer,Chevrolet Blazer (2019 and later),182000.0,2021,1,308.0,1,electric,3.6,1,1,0,0,1,1,Budget,4,590.9090909090909,50555.555555555555,4-6,100-200k
nissan,qashqai,Nissan Qashqai,74900.0,2019,1,160.0,0,petrol,1.3,0,1,0,0,1,1,Budget,6,468.125,57615.38461538461,4-6,50-100k
kia,picanto,Kia Picanto,69900.0,2021,1,84.0,0,petrol,1.2,0,0,1,0,0,0,Budget,4,832.1428571428571,58250.0,4-6,50-100k
toyota,corolla,Toyota Corolla Hybrid,99500.0,2021,1,98.0,0,hybrid,1.8,0,1,0,0,1,1,Budget,4,1015.3061224489796,55277.777777777774,4-6,50-100k
hyundai,i35,Hyundai i35,38000.0,2015,2,132.0,0,petrol,1.6,1,0,0,0,0,0,Budget,10,287.8787878787879,23750.0,7-10,0-50k
suzuki,jimny,Suzuki Jimny,146000.0,2023,1,102.0,1,petrol,1.5,1,1,1,0,0,0,Budget,2,1431.3725490196077,97333.33333333333,0-3,100-200k
renault,grand scenic,Renault Grand Scenic,62900.0,2020,1,140.0,0,petrol,1.3,1,1,1,0,0,0,Budget,5,449.2857142857143,48384.61538461538,4-6,50-100k
mazda,cx-5,Mazda CX-5,72000.0,2017,2,165.0,0,petrol,2.0,1,1,0,1,0,0,Other,8,436.3636363636364,36000.0,7-10,50-100k
kia,sportage,Kia Sportage,105000.0,2020,1,177.0,0,petrol,1.6,0,1,0,0,1,1,Budget,5,593.2203389830509,65625.0,4-6,100-200k
renault,clio 5th generation 2019 onwards,Renault Clio 5th generation (2019 onwards),3000.0,2022,1,91.0,0,petrol,1.0,1,1,1,0,0,0,Budget,3,32.967032967032964,3000.0,0-3,0-50k
nissan,x-trail,Nissan X-Trail,98000.0,2018,2,130.0,0,diesel,1.6,0,1,1,1,0,0,Budget,7,753.8461538461538,61250.0,7-10,50-100k
hyundai,i20,Hyundai i20,71500.0,2020,2,100.0,0,petrol,1.0,1,0,1,0,0,0,Budget,5,715.0,71500.0,4-6,50-100k
peugeot,3008,Peugeot 3008,34000.0,2015,2,156.0,0,petrol,1.6,1,1,0,0,0,0,Other,10,217.94871794871796,21250.0,7-10,0-50k
volkswagen,polo,Volkswagen - Polo,22500.0,2012,1,85.0,0,petrol,1.4,1,0,0,0,0,0,Other,13,264.70588235294116,16071.428571428572,11-15,0-50k
mazda,cx-3,Mazda CX-3,108160.0,2021,1,156.0,0,petrol,2.0,1,1,0,1,0,0,Other,4,693.3333333333334,54080.0,4-6,100-200k
kia,niro hybrid,Kia Niro Hybrid,79900.0,2020,1,141.0,0,hybrid,1.6,0,0,0,0,1,1,Budget,5,566.6666666666666,49937.5,4-6,50-100k
chevrolet,equinox,Chevrolet Equinox,114900.0,2021,2,170.0,0,electric,1.5,0,1,1,0,0,0,Budget,4,675.8823529411765,76600.0,4-6,100-200k
suzuki,jimny,Suzuki Jimny,4000.0,2022,1,102.0,1,petrol,1.5,1,0,1,0,0,0,Budget,3,39.21568627450981,2666.6666666666665,0-3,0-50k
renault,megane,Renault Megane Estate/ Grand Tour,71000.0,2021,1,116.0,0,diesel,1.5,1,0,1,0,0,0,Budget,4,612.0689655172414,47333.333333333336,4-6,50-100k
toyota,corolla,Toyota Corolla Hybrid,99774.0,2020,1,98.0,0,petrol,1.8,0,0,0,0,0,0,Budget,5,1018.1020408163265,55430.0,4-6,50-100k
toyota,corolla,Toyota Corolla Hybrid,84900.0,2019,1,98.0,0,hybrid,1.8,1,0,0,1,0,0,Budget,6,866.3265306122449,47166.666666666664,4-6,50-100k
volkswagen,kravel,Volkswagen Kravel,122800.0,2019,1,102.0,0,diesel,2.0,1,0,1,0,0,0,Other,6,1203.921568627451,61400.0,4-6,100-200k
geely,geometry c,Geely - Geely Geometry C,156900.0,2024,1,204.0,0,electric,,0,1,1,1,0,0,Other,1,769.1176470588235,,0-3,100-200k
mazda,3,Mazda 3,84900.0,2020,1,165.0,0,petrol,2.0,0,1,0,0,1,1,Other,5,514.5454545454545,42450.0,4-6,50-100k
skoda,octavia,Skoda Octavia,60000.0,2018,4,150.0,0,petrol,1.4,1,0,0,0,0,0,Budget,7,400.0,42857.14285714286,7-10,50-100k
volkswagen,golf,Volkswagen Golf GTI,60000.0,2011,6,210.0,0,petrol,2.0,1,1,0,0,0,0,Other,14,285.7142857142857,30000.0,11-15,50-100k
peugeot,3008,Peugeot 3008,4000.0,2020,1,130.0,0,petrol,1.2,0,1,0,1,1,1,Other,5,30.76923076923077,3333.3333333333335,4-6,0-50k
bmw,x2,BMW X2,190000.0,2022,2,136.0,0,petrol,1.5,0,1,1,1,0,0,Luxury,3,1397.0588235294117,126666.66666666667,0-3,100-200k
kia,niro hybrid,Kia Niro Hybrid,81000.0,2018,1,141.0,0,hybrid,1.6,0,0,1,1,0,0,Budget,7,574.468085106383,50625.0,7-10,50-100k
mitsubishi,pajero,Mitsubishi Pajero long,21000.0,2001,5,165.0,1,diesel,3.2,1,0,0,0,0,0,Other,24,127.27272727272727,6562.5,15+,0-50k
nissan,qashqai,Nissan Qashqai,140000.0,2022,1,156.0,0,petrol,1.3,0,0,1,0,1,1,Budget,3,897.4358974358975,107692.30769230769,0-3,100-200k
nissan,qashqai,Nissan Qashqai,69900.0,2019,1,115.0,0,diesel,1.5,0,1,1,1,0,0,Budget,6,607.8260869565217,46600.0,4-6,50-100k
toyota,prius,Toyota Prius,78900.0,2016,2,98.0,0,hybrid,1.8,0,1,1,0,0,0,Budget,9,805.1020408163265,43833.333333333336,7-10,50-100k
seat,ibiza,seat Ibiza,100400.0,2023,1,110.0,0,petrol,1.0,0,0,0,0,0,0,Budget,2,912.7272727272727,100400.0,0-3,100-200k
tesla,model y,Tesla Model Y,219000.0,2023,1,300.0,0,electric,,0,1,1,0,0,0,Luxury,2,730.0,,0-3,200-400k
kia,niro hybrid,Kia Niro Hybrid,112000.0,2021,1,141.0,0,petrol,1.6,0,0,1,1,1,1,Budget,4,794.3262411347517,70000.0,4-6,100-200k
kia,niro hybrid,Kia Niro Hybrid,75000.0,2019,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,Budget,6,531.9148936170212,46875.0,4-6,50-100k
peugeot,3008,Peugeot 3008,82664.0,2021,1,130.0,0,petrol,1.2,0,1,0,0,1,1,Other,4,635.876923076923,68886.66666666667,4-6,50-100k
honda,cr-v,Honda CR-V,75000.0,2015,2,155.0,1,petrol,2.0,1,1,0,0,0,0,Budget,10,483.8709677419355,37500.0,7-10,50-100k
citroen,c5 aircross,Citroen C5 Aircross,149900.0,2023,1,,0,petrol,1.2,0,0,1,0,1,1,Other,2,,124916.66666666667,0-3,100-200k
cadillac,ats,Cadillac ATS,64900.0,2016,2,272.0,0,petrol,2.0,1,1,1,0,0,0,Luxury,9,238.60294117647058,32450.0,7-10,50-100k
toyota,land cruiser,Toyota Land Cruiser long,18000.0,2014,2,190.0,1,diesel,3.0,1,1,0,0,0,0,Budget,11,94.73684210526316,6000.0,11-15,0-50k
